"","Country.Name","Year","Total.Land","Agriculture.Land","Forest.Area"
"4417","Pre-demographic dividend",2009,20164561,8250551.7,27.08102
"4418","Puerto Rico",2009,8870,1922,53.67531
"4419","Korea, Dem. People’s Rep.",2009,120410,26700,48.1073
"4420","Portugal",2009,91590,36955.8,35.48859
"4421","Paraguay",2009,397300,211000,43.43066
"4422","West Bank and Gaza",2009,6020,2993,1.523256
"4423","Pacific island small states",2009,64200,8587,61.72212
"4424","Post-demographic dividend",2009,31468000.5,11132082.6,31.51757
"4425","French Polynesia",2009,3660,445,40.98361
"4426","Qatar",2009,11610,641,0
"4427","Romania",2009,230060,136210,28.2109
"4428","Rwanda",2009,24670,18088.7,17.58411
"4429","South Asia",2009,4771577,2696790,17.25567
"4430","Saudi Arabia",2009,2149690,1734350,0.4544841
"4431","Sudan",2009,2376000,1023158,11.53764
"4432","Senegal",2009,192530,94880,44.21649
"4433","Singapore",2009,700,7,23.35714
"4434","Solomon Islands",2009,27990,1010,79.26402
"4435","Sierra Leone",2009,72180,38009.7,38.03824
"4436","El Salvador",2009,20720,15450,14.06371
"4437","San Marino",2009,60,10,0
"4438","Somalia",2009,627340,441280,10.87736
"4439","Sub-Saharan Africa (excluding high income)",2009,23616931,10182600.4,26.76008
"4440","Sub-Saharan Africa",2009,23617391,10182629.4,26.76128
"4441","Small states",2009,2499748,858359.6,36.57541
"4442","Sao Tome and Principe",2009,960,490,56.33333
"4443","Suriname",2009,156000,804,98.42949
"4444","Sweden",2009,410340,30790,68.48467
"4445","Swaziland",2009,17200,12220,32.47674
"4446","Seychelles",2009,460,29,88.41304
"4447","Syrian Arab Republic",2009,183640,139080,2.641037
"4448","Turks and Caicos Islands",2009,950,10,36.21053
"4449","Chad",2009,1259200,493350,4.474746
"4450","East Asia & Pacific (IDA & IBRD countries)",2009,15793571,7567977,29.38093
"4451","Europe & Central Asia (IDA & IBRD countries)",2009,22985379,6469835,38.66117
"4452","Togo",2009,54390,36050,5.640743
"4453","Thailand",2009,510890,208790,31.74695
"4454","Latin America & the Caribbean (IDA & IBRD countries)",2009,19913632,7335413.7,47.08972
"4455","Timor-Leste",2009,14870,3820,50.65232
"4456","Middle East & North Africa (IDA & IBRD countries)",2009,8635270,1955311,2.491144
"4457","Tonga",2009,720,320,12.5
"4458","South Asia (IDA & IBRD)",2009,4771577,2696790,17.25567
"4459","Sub-Saharan Africa (IDA & IBRD countries)",2009,23617391,10182629.4,26.76128
"4460","Trinidad and Tobago",2009,5130,540,44.2729
"4461","Tunisia",2009,155360,97890,6.275747
"4462","Turkey",2009,769630,389110,14.41576
"4463","Tuvalu",2009,30,18,33.33333
"4464","Tanzania",2009,885800,373000,54.54956
"4465","Uganda",2009,199810,141150,14.45473
"4466","Upper middle income",2009,58181253,20198691,34.69177
"4467","Uruguay",2009,175020,148140,9.652611
"4468","United States",2009,9147420,4099607,33.66276
"4469","St. Vincent and the Grenadines",2009,390,100,68.71795
"4470","Venezuela, RB",2009,882050,215000,53.90465
"4471","British Virgin Islands",2009,150,70,24.26667
"4472","Virgin Islands (U.S.)",2009,350,40,52.2
"4473","Vietnam",2009,310070,102920,44.88599
"4474","Vanuatu",2009,12190,1870,36.09516
"4475","World",2009,129737070.9,48668855.2,30.9788
"4476","Samoa",2009,2830,349,60.42403
"4477","Yemen, Rep.",2009,527970,234520,1.039832
"4478","South Africa",2009,1213090,969880,7.617737
"4479","Zambia",2009,743390,235860,66.76791
"4480","Zimbabwe",2009,386850,163000,41.23304
"4481","Aruba",2010,180,20,2.333333
"4482","Afghanistan",2010,652860,379100,2.067825
"4483","Angola",2010,1246700,583900,46.90784
"4484","Albania",2010,27400,12013,28.33212
"4485","Andorra",2010,470,201,34.04255
"4486","Arab World",2010,13621403,5092143,3.417508
"4487","United Arab Emirates",2010,83600,3973,3.795455
"4488","Argentina",2010,2736690,1474810,10.44912
"4489","American Samoa",2010,200,49,88.55
"4490","Antigua and Barbuda",2010,440,90,22.27273
"4491","Australia",2010,7682300,3985800,16.0383
"4492","Austria",2010,82571,27792,46.74765
"4493","Burundi",2010,25680,18330,9.852025
"4494","Benin",2010,112760,34400,40.44874
"4495","Burkina Faso",2010,273600,120800,20.64693
"4496","Bangladesh",2010,130170,92410,11.07782
"4497","Bulgaria",2010,108560,50520,34.42336
"4498","Bahrain",2010,762,86,0.6955381
"4499","Bahamas, The",2010,10010,150,51.44855
"4500","Belize",2010,22810,1570,60.99912
"4501","Bermuda",2010,50,3,20
"4502","Bolivia",2010,1083300,375160,51.88683
"4503","Brazil",2010,8358140,2734630,59.63743
"4504","Barbados",2010,430,150,14.65116
"4505","Brunei Darussalam",2010,5270,134,72.10626
"4506","Bhutan",2010,38117,5200,70.97332
"4507","Botswana",2010,566730,258610,20.02894
"4508","Central African Republic",2010,622980,50800,35.71222
"4509","Canada",2010,9093510,632686,38.19229
"4510","Central Europe and the Baltics",2010,1104156,526624.6,33.6438
"4511","Switzerland",2010,39516,15346,31.25316
"4512","Channel Islands",2010,190,91,4.210526
"4513","Chile",2010,743532,157430,21.82959
"4514","China",2010,9388211,5145500,21.36832
"4515","Cote d'Ivoire",2010,318000,206000,32.71384
"4516","Cameroon",2010,472710,97000,42.13154
"4517","Congo, Dem. Rep.",2010,2267050,257650,67.98924
"4518","Congo, Rep.",2010,341500,105760,65.62518
"4519","Colombia",2010,1109500,425030,52.84842
"4520","Comoros",2010,1861,1330,20.95648
"4521","Cabo Verde",2010,4030,780,21.11414
"4522","Costa Rica",2010,51060,18190,51.01841
"4523","Caribbean small states",2010,404850,25096,85.29885
"4524","Cuba",2010,106440,64612,27.54604
"4525","Cayman Islands",2010,240,27,52.91667
"4526","Cyprus",2010,9240,1145,18.70563
"4527","Germany",2010,348570,167000,32.73087
"4528","Djibouti",2010,23180,17016,0.2415876
"4529","Dominica",2010,750,250,59.54667
"4530","Denmark",2010,42430,26260,13.83691
"4531","Dominican Republic",2010,48310,23970,37.61126
"4532","Algeria",2010,2381740,413740,0.8052936
"4533","East Asia & Pacific (excluding high income)",2010,15914141,7604342,29.60008
"4534","Early-demographic dividend",2010,33109059,13701852.9,22.29696
"4535","East Asia & Pacific",2010,24386932.7,11778849.4,26.16197
"4536","Europe & Central Asia (excluding high income)",2010,22679163,6368149,38.8401
"4537","Europe & Central Asia",2010,27443736,8090637.5,37.94385
"4538","Ecuador",2010,248360,74977,52.10807
"4539","Egypt, Arab Rep.",2010,995450,36710,0.07031996
"4540","Euro area",2010,2677824,1205649,37.83367
"4541","Spain",2010,500010,275450,36.49367
"4542","Ethiopia",2010,1e+06,356830,12.296
"4543","European Union",2010,4241144,1880677,37.5453
"4544","Fragile and conflict affected situations",2010,14820848,4831528.8,23.13096
"4545","Finland",2010,303900,22919,73.10958
"4546","Fiji",2010,18270,4250,54.34592
"4547","France",2010,547557,289263,29.99505
"4548","Faroe Islands",2010,1396,30,0.05730659
"4549","Gabon",2010,257670,51600,85.38053
"4550","United Kingdom",2010,241930,172240,12.64415
"4551","Ghana",2010,227540,156200,40.41048
"4552","Guinea",2010,245720,143000,26.63194
"4553","Gambia, The",2010,10120,6150,47.43083
"4554","Guinea-Bissau",2010,28120,16300,71.90612
"4555","Equatorial Guinea",2010,28050,2940,57.96791
"4556","Greece",2010,128900,81940,30.27929
"4557","Grenada",2010,340,80,49.97059
"4558","Greenland",2010,410450,2359,0.0005359971
"4559","Guatemala",2010,107160,39620.8,34.73311
"4560","Guam",2010,540,180,46.2963
"4561","Guyana",2010,196850,16780,84.20625
"4562","High income",2010,35020301.1,12679041.2,28.67959
"4563","Honduras",2010,111890,32300,46.40272
"4564","Heavily indebted poor countries (HIPC)",2010,19754531,7640500,28.92975
"4565","Haiti",2010,27560,18700,3.664731
"4566","Hungary",2010,90530,53430,22.60024
"4567","IBRD only",2010,69397259,25193874.7,33.90047
"4568","IDA & IBRD total",2010,95717544,36305099.7,31.57818
"4569","IDA total",2010,26320285,11111225,25.45262
"4570","IDA blend",2010,5937510,3134546,20.90422
"4571","Indonesia",2010,1811570,556000,52.12716
"4572","IDA only",2010,20382775,7976679,26.77827
"4573","Isle of Man",2010,570,433.8,6.070175
"4574","India",2010,2973190,1795730,23.4731
"4575","Ireland",2010,68890,45680,10.53317
"4576","Iran, Islamic Rep.",2010,1628760,465394,6.564491
"4577","Iraq",2010,434320,82200,1.899521
"4578","Iceland",2010,100250,18740,0.4259352
"4579","Israel",2010,21640,5045,7.116451
"4580","Italy",2010,294140,143278,30.69287
"4581","Jamaica",2010,10830,4440,31.1265
"4582","Jordan",2010,88780,10023,1.09822
"4583","Japan",2010,364550,45930,68.48443
"4584","Kenya",2010,569140,273200,7.432266
"4585","Cambodia",2010,176520,54550,57.18332
"4586","Kiribati",2010,810,340,15
"4587","St. Kitts and Nevis",2010,260,57,42.30769
"4588","Korea, Rep.",2010,97230,17730,63.99259
"4589","Kuwait",2010,17820,1520,0.3507295
"4590","Latin America & Caribbean (excluding high income)",2010,19095690,7129962.7,48.11754
"4591","Lao PDR",2010,230800,22200,77.19047
"4592","Lebanon",2010,10230,6400,13.38221
"4593","Liberia",2010,96320,26600,44.94394
"4594","Libya",2010,1759540,153510,0.1233277
"4595","St. Lucia",2010,610,106,33.77049
"4596","Latin America & Caribbean",2010,20041784.4,7434813.7,46.80923
"4597","Least developed countries: UN classification",2010,20138718,7808904,27.72918
"4598","Low income",2010,13381961,5198953,28.12749
"4599","Liechtenstein",2010,160,63,43.125
"4600","Sri Lanka",2010,62710,26200,33.53532
"4601","Lower middle income",2010,23155714,10457935.8,26.27465
"4602","Low & middle income",2010,94663052,35938685.7,31.70902
"4603","Lesotho",2010,30360,23260,1.449275
"4604","Late-demographic dividend",2010,44530600,15660295,38.90968
"4605","Morocco",2010,446300,299883,12.70894
"4606","Madagascar",2010,581540,413950,21.58579
"4607","Maldives",2010,300,79,3.333333
"4608","Middle East & North Africa",2010,11236222,3722773.3,2.058573
"4609","Mexico",2010,1943950,1067050,34.20767
"4610","Middle income",2010,81337071,30753074.7,32.30014
"4611","Mali",2010,1220190,410510,4.187872
"4612","Malta",2010,320,103.3,1.09375
"4613","Myanmar",2010,653260,125260,48.6376
"4614","Middle East & North Africa (excluding high income)",2010,8641280,1962605,2.508095
"4615","Mongolia",2010,1553560,1135880,8.39311
"4616","Mozambique",2010,786380,499500,49.55874
"4617","Mauritania",2010,1030700,397110,0.2347919
"4618","Mauritius",2010,2030,910,18.91626
"4619","Malawi",2010,94280,56850,34.3339
"4620","Malaysia",2010,328550,74660,67.3383
"4621","North America",2010,18240980,4716951,35.96424
"4622","Namibia",2010,823290,388090,8.854717
"4623","New Caledonia",2010,18280,1986,45.89716
"4624","Niger",2010,1266700,439820,0.9505013
"4625","Nigeria",2010,910770,7e+05,9.926765
"4626","Nicaragua",2010,120340,50260,25.87668
"4627","Netherlands",2010,33730,18723,11.0584
"4628","Norway",2010,365245,10059,33.13392
"4629","Nepal",2010,143350,41260,25.36449
"4630","Nauru",2010,20,4,0
"4631","New Zealand",2010,263310,114080,38.55152
"4632","OECD members",2010,34406422,12190565.7,31.17899
"4633","Oman",2010,309500,14726,0.006462036
"4634","Other small states",2010,2030700,824196.3,25.97334
"4635","Pakistan",2010,770880,352420,2.188408
"4636","Panama",2010,74340,22663.9,63.20958
"4637","Peru",2010,1280000,240230,58.44609
"4638","Philippines",2010,298170,121000,22.93993
"4639","Papua New Guinea",2010,452860,11900,74.13549
"4640","Poland",2010,306280,144490,30.45906
"4641","Pre-demographic dividend",2010,20165271,8261705.8,26.94013
"4642","Puerto Rico",2010,8870,1937,54.04848
"4643","Korea, Dem. People’s Rep.",2010,120410,26800,47.05589
"4644","Portugal",2010,91590,36541.7,35.36412
"4645","Paraguay",2010,397300,212300,42.66298
"4646","West Bank and Gaza",2010,6020,2479,1.523256
"4647","Pacific island small states",2010,64200,8622,61.62181
"4648","Post-demographic dividend",2010,31469555.7,10994714.4,31.52698
"4649","French Polynesia",2010,3660,445,42.34973
"4650","Qatar",2010,11610,655,0
"4651","Romania",2010,230050,141560,28.31993
"4652","Rwanda",2010,24670,18039.2,18.07864
"4653","South Asia",2010,4771577,2692399,17.33479
"4654","Saudi Arabia",2010,2149690,1734060,0.4544841
"4655","Sudan",2010,2376000,1000192,11.46423
"4656","Senegal",2010,192530,94580,44.00873
"4657","Singapore",2010,702,7.4,23.2906
"4658","Solomon Islands",2010,27990,1070,79.06395
"4659","Sierra Leone",2010,72180,39303.8,37.76669
"4660","El Salvador",2010,20720,15350,13.85135
"4661","San Marino",2010,60,10,0
"4662","Somalia",2010,627340,441280,10.75493
"4663","Sub-Saharan Africa (excluding high income)",2010,23617641,10194620,26.61422
"4664","Sub-Saharan Africa",2010,23618101,10194645,26.61542
"4665","Small states",2010,2499750,857914.3,36.49702
"4666","Sao Tome and Principe",2010,960,485,55.83333
"4667","Suriname",2010,156000,783,98.40385
"4668","Sweden",2010,410340,30850,68.414
"4669","Swaziland",2010,17200,12220,32.73256
"4670","Seychelles",2010,460,25,88.41304
"4671","Syrian Arab Republic",2010,183630,139080,2.673855
"4672","Turks and Caicos Islands",2010,950,10,36.21053
"4673","Chad",2010,1259200,495350,4.374206
"4674","East Asia & Pacific (IDA & IBRD countries)",2010,15793531,7577493,29.46625
"4675","Europe & Central Asia (IDA & IBRD countries)",2010,22985443,6512639,38.72837
"4676","Togo",2010,54390,36650,5.276705
"4677","Thailand",2010,510890,210600,31.80528
"4678","Latin America & the Caribbean (IDA & IBRD countries)",2010,19913632,7367797.7,46.90832
"4679","Timor-Leste",2010,14870,3720,49.89913
"4680","Middle East & North Africa (IDA & IBRD countries)",2010,8635260,1960126,2.508781
"4681","Tonga",2010,720,320,12.5
"4682","South Asia (IDA & IBRD)",2010,4771577,2692399,17.33479
"4683","Sub-Saharan Africa (IDA & IBRD countries)",2010,23618101,10194645,26.61542
"4684","Trinidad and Tobago",2010,5130,540,44.13255
"4685","Tunisia",2010,155360,100380,6.372297
"4686","Turkey",2010,769630,390120,14.55635
"4687","Tuvalu",2010,30,18,33.33333
"4688","Tanzania",2010,885800,374500,54.09799
"4689","Uganda",2010,200520,142650,13.7293
"4690","Upper middle income",2010,58181357,20295138.9,34.6971
"4691","Uruguay",2010,175020,144330,9.892012
"4692","United States",2010,9147420,4084262,33.74941
"4693","St. Vincent and the Grenadines",2010,390,100,69.23077
"4694","Venezuela, RB",2010,882050,216000,53.85749
"4695","British Virgin Islands",2010,150,70,24.26667
"4696","Virgin Islands (U.S.)",2010,350,40,51.88571
"4697","Vietnam",2010,310070,107601,45.5639
"4698","Vanuatu",2010,12190,1870,36.09516
"4699","World",2010,129739333.1,48631068.9,30.95195
"4700","Samoa",2010,2830,350,60.42403
"4701","Yemen, Rep.",2010,527970,235790,1.039832
"4702","South Africa",2010,1213090,968910,7.617737
"4703","Zambia",2010,743390,234360,66.54381
"4704","Zimbabwe",2010,386850,162000,40.38775
"4705","Aruba",2011,180,20,2.333333
"4706","Afghanistan",2011,652860,379110,2.067825
"4707","Angola",2011,1246700,589900,46.80773
"4708","Albania",2011,27400,12010,28.29708
"4709","Andorra",2011,470,204,34.04255
"4710","Arab World",2011,13621408,4775628.9,2.874204
"4711","United Arab Emirates",2011,83600,3935,3.808134
"4712","Argentina",2011,2736690,1482810,10.34067
"4713","American Samoa",2011,200,49,88.4
"4714","Antigua and Barbuda",2011,440,90,22.27273
"4715","Australia",2011,7682300,4096726,16.07839
"4716","Austria",2011,82561,27573,46.77511
"4717","Burundi",2011,25680,18830,10.03115
"4718","Benin",2011,112760,35300,40.00532
"4719","Burkina Faso",2011,273600,117900,20.42836
"4720","Bangladesh",2011,130170,91280,11.05785
"4721","Bulgaria",2011,108560,50880,34.5818
"4722","Bahrain",2011,767,86,0.7040417
"4723","Bahamas, The",2011,10010,140,51.44855
"4724","Belize",2011,22810,1570,60.77904
"4725","Bermuda",2011,50,3,20
"4726","Bolivia",2011,1083300,375570,51.62005
"4727","Brazil",2011,8358140,2753730,59.5197
"4728","Barbados",2011,430,140,14.65116
"4729","Brunei Darussalam",2011,5270,134,72.10626
"4730","Bhutan",2011,38117,5196,71.23383
"4731","Botswana",2011,566730,259260,19.84861
"4732","Central African Republic",2011,622980,50800,35.68718
"4733","Canada",2011,9093510,625970,38.18717
"4734","Central Europe and the Baltics",2011,1104182,528593.1,33.74897
"4735","Switzerland",2011,39516,15316,31.34933
"4736","Channel Islands",2011,190,96,4.210526
"4737","Chile",2011,743532,157890,22.23415
"4738","China",2011,9388211,5145530,21.53259
"4739","Cote d'Ivoire",2011,318000,206000,32.71258
"4740","Cameroon",2011,472710,97500,41.66614
"4741","Congo, Dem. Rep.",2011,2267050,260400,67.85188
"4742","Congo, Rep.",2011,341500,105960,65.58009
"4743","Colombia",2011,1109500,417210,52.82434
"4744","Comoros",2011,1861,1330,20.74154
"4745","Cabo Verde",2011,4030,780,21.35236
"4746","Costa Rica",2011,51060,18190,51.60987
"4747","Caribbean small states",2011,404850,25096,85.25461
"4748","Cuba",2011,106863,64079,27.93858
"4749","Cayman Islands",2011,240,27,52.91667
"4750","Cyprus",2011,9240,1163,18.70238
"4751","Germany",2011,348560,167190,32.73755
"4752","Djibouti",2011,23180,17020,0.2415876
"4753","Dominica",2011,750,250,59.18667
"4754","Denmark",2011,42430,26900,13.95522
"4755","Dominican Republic",2011,48310,23970,38.29849
"4756","Algeria",2011,2381740,413880,0.8084846
"4757","East Asia & Pacific (excluding high income)",2011,15914171,7616172,29.63442
"4758","Early-demographic dividend",2011,33109094,13721039.6,22.22245
"4759","East Asia & Pacific",2011,24386969.9,11900623.3,26.19668
"4760","Europe & Central Asia (excluding high income)",2011,22679295,6361743,38.84881
"4761","Europe & Central Asia",2011,27443604,8076139.5,37.96198
"4762","Ecuador",2011,248360,73461,51.79103
"4763","Egypt, Arab Rep.",2011,995450,36200,0.0709227
"4764","Euro area",2011,2677610,1194626.7,37.92357
"4765","Spain",2011,499880,270140,36.57144
"4766","Ethiopia",2011,1e+06,363252,12.3366
"4767","European Union",2011,4241000,1871237.7,37.63364
"4768","Fragile and conflict affected situations",2011,14821133,4816514.9,22.53499
"4769","Finland",2011,303890,22866,73.11198
"4770","Fiji",2011,18270,4250,54.61193
"4771","France",2011,547557,288786,30.20142
"4772","Faroe Islands",2011,1396,30,0.05730659
"4773","Gabon",2011,257670,51600,86.15671
"4774","United Kingdom",2011,241930,171640,12.71442
"4775","Ghana",2011,227540,157200,40.53529
"4776","Guinea",2011,245720,143000,26.48543
"4777","Gambia, The",2011,10120,6150,47.58893
"4778","Guinea-Bissau",2011,28120,16300,71.5505
"4779","Equatorial Guinea",2011,28050,2840,57.55437
"4780","Greece",2011,128900,81800,30.51358
"4781","Grenada",2011,340,80,49.97059
"4782","Greenland",2011,410450,2359,0.0005359971
"4783","Guatemala",2011,107160,38906.2,34.39343
"4784","Guam",2011,540,180,46.2963
"4785","Guyana",2011,196850,16780,84.15545
"4786","High income",2011,35020049.3,12737917.6,28.71262
"4787","Honduras",2011,111890,32300,45.33024
"4788","Heavily indebted poor countries (HIPC)",2011,19754786,7353382.3,28.44183
"4789","Haiti",2011,27560,18300,3.635704
"4790","Hungary",2011,90530,53370,22.65105
"4791","IBRD only",2011,69397341,25231121.4,33.89302
"4792","IDA & IBRD total",2011,95717911,36359318.7,31.46113
"4793","IDA total",2011,26320570,11128197.3,25.04651
"4794","IDA blend",2011,5937510,3156056,20.72217
"4795","Indonesia",2011,1811570,565000,51.74937
"4796","IDA only",2011,20383060,7972141.3,26.30685
"4797","Isle of Man",2011,570,426.1,6.070175
"4798","India",2011,2973190,1796700,23.53311
"4799","Ireland",2011,68890,45550,10.61562
"4800","Iran, Islamic Rep.",2011,1628760,463926,6.564491
"4801","Iraq",2011,434320,85300,1.899521
"4802","Iceland",2011,100250,18732,0.4389027
"4803","Israel",2011,21640,5170,7.218115
"4804","Italy",2011,294140,138526,30.87577
"4805","Jamaica",2011,10830,4440,31.09141
"4806","Jordan",2011,88780,10026,1.09822
"4807","Japan",2011,364555,45610,68.4791
"4808","Kenya",2011,569140,276300,7.496574
"4809","Cambodia",2011,176520,54550,56.46159
"4810","Kiribati",2011,810,340,15
"4811","St. Kitts and Nevis",2011,260,60,42.30769
"4812","Korea, Rep.",2011,97230,17561,63.91443
"4813","Kuwait",2011,17820,1525,0.3507295
"4814","Latin America & Caribbean (excluding high income)",2011,19096113,7149411.2,47.98531
"4815","Lao PDR",2011,230800,22765,78.0101
"4816","Lebanon",2011,10230,6510,13.39003
"4817","Liberia",2011,96320,27050,44.63248
"4818","Libya",2011,1759540,153510,0.1233277
"4819","St. Lucia",2011,610,106,33.67213
"4820","Latin America & Caribbean",2011,20042207.4,7455651.2,46.69965
"4821","Least developed countries: UN classification",2011,20139003,7808920.3,27.25097
"4822","Low income",2011,13382216,5512690.7,27.98178
"4823","Liechtenstein",2011,160,60,43.125
"4824","Sri Lanka",2011,62710,27300,33.43007
"4825","Lower middle income",2011,23155744,10179949.8,25.86761
"4826","Low & middle income",2011,94663892,35987382.5,31.58607
"4827","Lesotho",2011,30360,23120,1.482213
"4828","Late-demographic dividend",2011,44530629,15682035.5,38.93009
"4829","Morocco",2011,446300,301038,12.69102
"4830","Madagascar",2011,581795,414050,21.54883
"4831","Maldives",2011,300,79,3.333333
"4832","Middle East & North Africa",2011,11236227,3724494.6,2.059796
"4833","Mexico",2011,1943950,1067050,34.16055
"4834","Middle income",2011,81337656,30487956.8,32.18102
"4835","Mali",2011,1220190,416510,4.123128
"4836","Malta",2011,320,103.3,1.09375
"4837","Myanmar",2011,653290,125580,47.79899
"4838","Middle East & North Africa (excluding high income)",2011,8641280,1964395,2.509308
"4839","Mongolia",2011,1553560,1135070,8.330493
"4840","Mozambique",2011,786380,499500,49.29627
"4841","Mauritania",2011,1030700,396610,0.2313961
"4842","Mauritius",2011,2030,890,18.93596
"4843","Malawi",2011,94280,55850,34.14298
"4844","Malaysia",2011,328550,76190,67.38152
"4845","North America",2011,18240980,4672666,35.97676
"4846","Namibia",2011,823290,388090,8.764591
"4847","New Caledonia",2011,18280,1903,45.89716
"4848","Niger",2011,1266700,444820,0.9407121
"4849","Nigeria",2011,910770,710000,9.477036
"4850","Nicaragua",2011,120340,50709,25.87668
"4851","Netherlands",2011,33720,18584,11.07948
"4852","Norway",2011,365245,9990,33.1394
"4853","Nepal",2011,143350,41266,25.36449
"4854","Nauru",2011,20,4,0
"4855","New Zealand",2011,263310,113710,38.55228
"4856","OECD members",2011,34406164,12240839.4,31.21203
"4857","Oman",2011,309500,14760,0.006462036
"4858","Other small states",2011,2030705,824564.8,25.97791
"4859","Pakistan",2011,770880,359360,2.132628
"4860","Panama",2011,74340,22630,62.98897
"4861","Peru",2011,1280000,241040,58.31516
"4862","Philippines",2011,298170,122600,23.74484
"4863","Papua New Guinea",2011,452860,11900,74.12931
"4864","Poland",2011,306230,147790,30.53326
"4865","Pre-demographic dividend",2011,20165526,8274021.9,26.45342
"4866","Puerto Rico",2011,8870,1953,54.42165
"4867","Korea, Dem. People’s Rep.",2011,120410,26300,46.00116
"4868","Portugal",2011,91590,36493.6,35.23965
"4869","Paraguay",2011,397300,213900,41.84395
"4870","West Bank and Gaza",2011,6020,2595,1.523256
"4871","Pacific island small states",2011,64200,8622,61.61075
"4872","Post-demographic dividend",2011,31469824.9,11049015,31.55536
"4873","French Polynesia",2011,3660,455,42.34973
"4874","Qatar",2011,11610,640.3,0
"4875","Romania",2011,230170,139820,28.60581
"4876","Rwanda",2011,24670,18164.4,18.35428
"4877","South Asia",2011,4771577,2700291,17.36332
"4878","Saudi Arabia",2011,2149690,1733880,0.4544841
"4879","Sudan",2011,2376000,682113.6,8.37862
"4880","Senegal",2011,192530,89650,43.80097
"4881","Singapore",2011,704,7.3,23.22443
"4882","Solomon Islands",2011,27990,1070,78.86388
"4883","Sierra Leone",2011,72180,40176.3,38.64782
"4884","El Salvador",2011,20720,15430,13.639
"4885","San Marino",2011,60,10,0
"4886","Somalia",2011,627340,440280,10.63251
"4887","Sub-Saharan Africa (excluding high income)",2011,23617896,10208685.3,26.19039
"4888","Sub-Saharan Africa",2011,23618356,10208699.5,26.19161
"4889","Small states",2011,2499755,858282.8,36.49326
"4890","Sao Tome and Principe",2011,960,487,55.83333
"4891","Suriname",2011,156000,800,98.37949
"4892","Sweden",2011,410340,30660,68.414
"4893","Swaziland",2011,17200,12220,33
"4894","Seychelles",2011,460,14.2,88.41304
"4895","Syrian Arab Republic",2011,183630,139150,2.673855
"4896","Turks and Caicos Islands",2011,950,10,36.21053
"4897","Chad",2011,1259200,499350,4.273666
"4898","East Asia & Pacific (IDA & IBRD countries)",2011,15793561,7589823,29.5089
"4899","Europe & Central Asia (IDA & IBRD countries)",2011,22985525,6509533,38.73797
"4900","Togo",2011,54390,36650,4.912668
"4901","Thailand",2011,510890,210600,31.864
"4902","Latin America & the Caribbean (IDA & IBRD countries)",2011,19913632,7389172.2,46.79618
"4903","Timor-Leste",2011,14870,3730,49.14593
"4904","Middle East & North Africa (IDA & IBRD countries)",2011,8635260,1961800,2.509995
"4905","Tonga",2011,720,320,12.5
"4906","South Asia (IDA & IBRD)",2011,4771577,2700291,17.36332
"4907","Sub-Saharan Africa (IDA & IBRD countries)",2011,23618356,10208699.5,26.19161
"4908","Trinidad and Tobago",2011,5130,540,44.44834
"4909","Tunisia",2011,155360,100720,6.437951
"4910","Turkey",2011,769630,382470,14.6894
"4911","Tuvalu",2011,30,18,33.33333
"4912","Tanzania",2011,885800,383000,53.67803
"4913","Uganda",2011,200520,144150,13.05506
"4914","Upper middle income",2011,58181912,20308007,34.6925
"4915","Uruguay",2011,175020,145260,10.02194
"4916","United States",2011,9147420,4046693,33.77947
"4917","St. Vincent and the Grenadines",2011,390,100,69.23077
"4918","Venezuela, RB",2011,882050,216000,53.67111
"4919","British Virgin Islands",2011,150,70,24.26667
"4920","Virgin Islands (U.S.)",2011,350,40,51.57143
"4921","Vietnam",2011,310070,107686,45.97994
"4922","Vanuatu",2011,12190,1870,36.09516
"4923","World",2011,129739921.3,48738565.1,30.92641
"4924","Samoa",2011,2830,350,60.42403
"4925","Yemen, Rep.",2011,527970,234520,1.039832
"4926","South Africa",2011,1213090,963740,7.617737
"4927","Zambia",2011,743390,236360,66.3197
"4928","Zimbabwe",2011,386850,164000,39.5802
"4929","Aruba",2012,180,20,2.333333
"4930","Afghanistan",2012,652860,379100,2.067825
"4931","Angola",2012,1246700,589900,46.70763
"4932","Albania",2012,27400,12013,28.26204
"4933","Andorra",2012,470,202,34.04255
"4934","Arab World",2012,13621411,4779423.4,2.856322
"4935","United Arab Emirates",2012,83600,3817,3.820813
"4936","Argentina",2012,2736690,1492540,10.23221
"4937","American Samoa",2012,200,49,88.2
"4938","Antigua and Barbuda",2012,440,90,22.27273
"4939","Australia",2012,7682300,4054740,16.11848
"4940","Austria",2012,82554,27352,46.80088
"4941","Burundi",2012,25680,19330,10.21028
"4942","Benin",2012,112760,37000,39.5619
"4943","Burkina Faso",2012,273600,121000,20.2098
"4944","Bangladesh",2012,130170,91200,11.03787
"4945","Bulgaria",2012,108560,51230,34.74024
"4946","Bahrain",2012,770,86,0.7272727
"4947","Bahamas, The",2012,10010,140,51.44855
"4948","Belize",2012,22810,1600,60.55897
"4949","Bermuda",2012,50,3,20
"4950","Bolivia",2012,1083300,375960,51.35327
"4951","Brazil",2012,8358140,2756070,59.40197
"4952","Barbados",2012,430,140,14.65116
"4953","Brunei Darussalam",2012,5270,134,72.10626
"4954","Bhutan",2012,38117,5196,71.49435
"4955","Botswana",2012,566730,258870,19.66827
"4956","Central African Republic",2012,622980,50800,35.66214
"4957","Canada",2012,9093510,654460,38.18204
"4958","Central Europe and the Baltics",2012,1103992,524572.9,33.86075
