"","Country.Name","Year","Population","Total.Land","Agriculture.Land","Forest.Area","Population.Density","CO2Emission","Region","IncomeGroup"
"758","India",2002,1089807112,2973190,1805600,22.3052,366.5447,0.967381128,"South Asia","Lower middle income"
"759","Ireland",2002,3931947,68890,43730,9.564523,57.07573,11.04125081,"Europe & Central Asia","High income"
"760","Iran, Islamic Rep.",2002,67983330,1628760,640440,6.061169,41.73932,5.913084987,"Middle East & North Africa","Upper middle income"
"761","Iraq",2002,24939299,437370,88400,1.876672,57.02106,3.498892732,"Middle East & North Africa","Upper middle income"
"762","Italy",2002,57059007,294110,152730,28.98575,194.0057,7.932323042,"Europe & Central Asia","High income"
"763","Japan",2002,127445000,364500,47630,68.31166,349.6433,9.573130135,"East Asia & Pacific","High income"
"764","Kenya",2002,33214009,569140,268180,6.59416,58.35824,0.239910545,"Sub-Saharan Africa","Lower middle income"
"765","Korea, Rep.",2002,47644736,96790,19190,64.82901,492.2485,9.77299975,"East Asia & Pacific","High income"
"766","Lebanon",2002,3522837,10230,6160,13.02053,344.3633,4.542585422,"Middle East & North Africa","Upper middle income"
"767","Liberia",2002,3062863,96320,26100,47.43563,31.79883,0.160430943,"Sub-Saharan Africa","Low income"
"768","Libya",2002,5527515,1759540,154500,0.1233277,3.141455,8.653499448,"Middle East & North Africa","Upper middle income"
"769","Sri Lanka",2002,18939000,62710,23560,34.48254,302.0092,0.583769206,"South Asia","Lower middle income"
"770","Mali",2002,11638929,1220190,396840,4.705825,9.53862,0.072779635,"Sub-Saharan Africa","Low income"
"771","Malta",2002,395969,320,100,1.09375,1237.403,5.806537886,"Middle East & North Africa","High income"
"772","Myanmar",2002,47140220,653540,109250,52.40567,72.13058,0.195328681,"East Asia & Pacific","Lower middle income"
"773","Mauritania",2002,2873228,1030700,396620,0.2881537,2.787647,0.469665477,"Sub-Saharan Africa","Lower middle income"
"774","Mauritius",2002,1204621,2030,1000,19.91133,593.4094,2.395715333,"Sub-Saharan Africa","Upper middle income"
"775","Netherlands",2002,16148929,33760,19490,10.72275,478.3451,10.652489958,"Europe & Central Asia","High income"
"776","Nepal",2002,24566342,143350,42410,26.46948,171.3732,0.106876799,"South Asia","Low income"
"777","New Zealand",2002,3948500,263310,120990,38.57278,14.99563,8.408514119,"East Asia & Pacific","High income"
"778","Pakistan",2002,144654143,770880,368840,2.633873,187.6481,0.788667608,"South Asia","Lower middle income"
"779","Panama",2002,3149265,74340,22378,65.01211,42.36299,1.864202282,"Latin America & Caribbean","Upper middle income"
"780","Portugal",2002,10419631,91500,38470,36.33005,113.8757,6.410086691,"Europe & Central Asia","High income"
"781","Romania",2002,21730496,229870,148180,27.73742,94.53385,4.47471788,"Europe & Central Asia","Upper middle income"
"782","Saudi Arabia",2002,21906308,2149690,1737930,0.4544841,10.19045,14.900137622,"Middle East & North Africa","High income"
"783","Sudan",2002,28679565,2376000,1326140,12.05149,15.48957,0.220598608,"Sub-Saharan Africa","Lower middle income"
"784","Singapore",2002,4175950,675,12,24.22222,6186.593,11.310231205,"East Asia & Pacific","High income"
"785","Sierra Leone",2002,4957216,72180,32300.8,39.93904,68.67853,0.122795133,"Sub-Saharan Africa","Low income"
"786","Sweden",2002,8924958,410340,31700,68.68694,21.75015,6.434228598,"Europe & Central Asia","High income"
"787","Thailand",2002,64073164,510890,196890,32.58353,125.4148,3.251318602,"East Asia & Pacific","Upper middle income"
"788","Tanzania",2002,36105808,885800,342000,57.71054,40.76068,0.099429793,"Sub-Saharan Africa","Low income"
"789","Uganda",2002,25718048,199810,128120,18.48256,128.7125,0.060598495,"Sub-Saharan Africa","Low income"
"790","United States",2002,287625193,9161920,4130640,33.18348,31.39355,19.639195771,"North America","High income"
"791","Samoa",2002,176582,2830,470,60.42403,62.39647,0.809895686,"East Asia & Pacific","Upper middle income"
"792","Yemen, Rep.",2002,18919179,527970,236560,1.039832,35.83381,0.833251432,"Middle East & North Africa","Lower middle income"
"793","South Africa",2002,45855483,1213090,980280,7.617737,37.80056,7.777428774,"Sub-Saharan Africa","Upper middle income"
"794","Afghanistan",2003,23064851,652860,379100,2.067825,35.32894,0.044516221,"South Asia","Low income"
"795","Argentina",2003,38309379,2736690,1308835,11.27479,13.99844,3.52558427,"Latin America & Caribbean","Upper middle income"
"796","Australia",2003,19895400,7682300,4395000,16.67743,2.589771,16.901958945,"East Asia & Pacific","High income"
"797","Austria",2003,8121423,82580,28852.3,46.5706,98.34612,8.868340807,"Europe & Central Asia","High income"
"798","Bulgaria",2003,7775327,108770,53260,32.55125,71.48411,6.084370085,"Europe & Central Asia","Upper middle income"
"799","Brunei Darussalam",2003,353389,5270,110,74.42125,67.05674,12.991587174,"East Asia & Pacific","High income"
"800","Central African Republic",2003,3981665,622980,51950,35.88751,6.391321,0.058942176,"Sub-Saharan Africa","Low income"
"801","Canada",2003,31676000,9093510,675350,38.23237,3.483363,17.463861757,"North America","High income"
"802","China",2003,1288400000,9388212.7,5161330,19.87881,137.2359,3.512245428,"East Asia & Pacific","Upper middle income"
"803","Congo, Dem. Rep.",2003,51390033,2267050,255500,68.95075,22.66824,0.019194831,"Sub-Saharan Africa","Low income"
"804","Cabo Verde",2003,460147,4030,740,20.59305,114.1804,0.669412166,"Sub-Saharan Africa","Lower middle income"
"805","Costa Rica",2003,4125971,51060,18290,47.88484,80.80633,1.605990202,"Latin America & Caribbean","Upper middle income"
"806","Cuba",2003,11244885,106400,66380,24.36278,105.685,2.266421577,"Latin America & Caribbean","Upper middle income"
"807","Cyprus",2003,993563,9240,1540,18.6526,107.5285,7.798570398,"Europe & Central Asia","High income"
"808","Algeria",2003,32403514,2381740,399057,0.6521283,13.60498,2.855649483,"Middle East & North Africa","Upper middle income"
"809","Egypt, Arab Rep.",2003,73981942,995450,34090,0.06409162,74.3201,1.999994134,"Middle East & North Africa","Lower middle income"
"810","Spain",2003,42187645,499210,291530,34.37437,84.50881,7.611166445,"Europe & Central Asia","High income"
"811","Ethiopia",2003,72545144,1e+06,316070,13.282,72.54514,0.068745056,"Sub-Saharan Africa","Low income"
"812","Finland",2003,5213014,304590,22460,73.09432,17.11486,13.261096939,"Europe & Central Asia","High income"
"813","Fiji",2003,816628,18270,4280,54.2162,44.69776,1.055247922,"East Asia & Pacific","Upper middle income"
"814","France",2003,62244884,547867,295346,28.53284,113.6131,6.113288331,"Europe & Central Asia","High income"
"815","Gambia, The",2003,1354194,10120,5070,46.14625,133.8136,0.232878007,"Sub-Saharan Africa","Low income"
"816","Greece",2003,10928070,128900,84440,28.63926,84.77944,8.760745127,"Europe & Central Asia","High income"
"817","Haiti",2003,8976552,27560,16700,3.867925,325.7094,0.193224637,"Latin America & Caribbean","Low income"
"818","Indonesia",2003,220545214,1811570,510060,54.36047,121.7426,1.436404464,"East Asia & Pacific","Lower middle income"
"819","India",2003,1108027848,2973190,1802490,22.46119,372.6731,0.992391683,"South Asia","Lower middle income"
"820","Ireland",2003,3996521,68890,43700,9.738424,58.01308,10.681176703,"Europe & Central Asia","High income"
"821","Iran, Islamic Rep.",2003,68812713,1628760,642650,6.228941,42.24853,6.083750658,"Middle East & North Africa","Upper middle income"
"822","Iraq",2003,25627626,437370,86900,1.879873,58.59484,3.55544505,"Middle East & North Africa","Upper middle income"
"823","Italy",2003,57313203,294140,149070,29.24798,194.8501,8.17175128,"Europe & Central Asia","High income"
"824","Japan",2003,127718000,364500,47360,68.34403,350.3923,9.725282059,"East Asia & Pacific","High income"
"825","Kenya",2003,34130852,569140,268740,6.766349,59.96917,0.197903469,"Sub-Saharan Africa","Lower middle income"
"826","Korea, Rep.",2003,47892330,96800,19020,64.75413,494.7555,9.734649494,"East Asia & Pacific","High income"
"827","Lebanon",2003,3701464,10230,6270,13.12805,361.8244,4.911836506,"Middle East & North Africa","Upper middle income"
"828","Liberia",2003,3116233,96320,26100,47.12417,32.35292,0.168274003,"Sub-Saharan Africa","Low income"
"829","Libya",2003,5615952,1759540,154500,0.1233277,3.191716,8.754906737,"Middle East & North Africa","Upper middle income"
"830","Sri Lanka",2003,19083000,62710,23700,34.24653,304.3055,0.580517057,"South Asia","Lower middle income"
"831","Mali",2003,12005128,1220190,407260,4.64108,9.838737,0.070254145,"Sub-Saharan Africa","Low income"
"832","Malta",2003,398582,320,104,1.09375,1245.569,6.476880542,"Middle East & North Africa","High income"
"833","Myanmar",2003,47624894,653540,109820,51.93225,72.87219,0.206738413,"East Asia & Pacific","Lower middle income"
"834","Mauritania",2003,2957117,1030700,396620,0.2784515,2.869038,0.469982419,"Sub-Saharan Africa","Lower middle income"
"835","Mauritius",2003,1213370,2030,990,19.5468,597.7192,2.523504784,"Sub-Saharan Africa","Upper middle income"
"836","Netherlands",2003,16225302,33760,19230,10.75237,480.6073,10.773660176,"Europe & Central Asia","High income"
"837","Nepal",2003,24950623,143350,42270,26.10115,174.0539,0.113901965,"South Asia","Low income"
"838","New Zealand",2003,4027200,263310,118580,38.60621,15.29452,8.46272795,"East Asia & Pacific","High income"
"839","Pakistan",2003,147703401,770880,368420,2.578352,191.6036,0.804958723,"South Asia","Lower middle income"
"840","Panama",2003,3209174,74340,22352,64.78343,43.16887,1.917386218,"Latin America & Caribbean","Upper middle income"
"841","Portugal",2003,10458821,91500,38110,36.22732,114.3041,5.853135645,"Europe & Central Asia","High income"
"842","Romania",2003,21574326,229950,148000,27.74951,93.82181,4.684388286,"Europe & Central Asia","Upper middle income"
"843","Saudi Arabia",2003,22556425,2149690,1737980,0.4544841,10.49287,14.509055225,"Middle East & North Africa","High income"
"844","Sudan",2003,29435944,2376000,1345300,11.97808,15.93657,0.239590405,"Sub-Saharan Africa","Lower middle income"
"845","Singapore",2003,4114826,687,8,23.79913,5989.557,7.566013727,"East Asia & Pacific","High income"
"846","Sierra Leone",2003,5199549,72180,35666.7,39.6675,72.03587,0.125535119,"Sub-Saharan Africa","Low income"
"847","Sweden",2003,8958229,410340,31630,68.71375,21.83124,6.115194532,"Europe & Central Asia","High income"
"848","Thailand",2003,64554952,510890,195540,32.2269,126.3578,3.478810022,"East Asia & Pacific","Upper middle income"
"849","Tanzania",2003,37149072,885800,342700,57.25897,41.93844,0.102461402,"Sub-Saharan Africa","Low income"
"850","Uganda",2003,26624820,199810,131120,18.04214,133.2507,0.060049683,"Sub-Saharan Africa","Low income"
"851","United States",2003,290107933,9161920,4139250,33.21013,31.66453,19.576239048,"North America","High income"
"852","Samoa",2003,177662,2830,450,60.42403,62.77809,0.846252997,"East Asia & Pacific","Upper middle income"
"853","Yemen, Rep.",2003,19462086,527970,234950,1.039832,36.86211,0.889142767,"Middle East & North Africa","Lower middle income"
"854","South Africa",2003,46418194,1213090,979280,7.617737,38.26443,8.713374326,"Sub-Saharan Africa","Upper middle income"
"855","Afghanistan",2004,24118979,652860,379110,2.067825,36.94357,0.039377828,"South Asia","Low income"
"856","Argentina",2004,38728696,2736690,1343450,11.15245,14.15166,4.06905838,"Latin America & Caribbean","Upper middle income"
"857","Australia",2004,20127400,7682300,4401100,16.64619,2.619971,17.026515347,"East Asia & Pacific","High income"
"858","Austria",2004,8171966,82580,28674,46.60208,98.95817,8.836375971,"Europe & Central Asia","High income"
"859","Bulgaria",2004,7716860,108760,53300,33.06179,70.95311,6.064891808,"Europe & Central Asia","Upper middle income"
"860","Brunei Darussalam",2004,359523,5270,110,74.11765,68.22068,13.902089713,"East Asia & Pacific","High income"
"861","Central African Republic",2004,4055036,622980,52150,35.86247,6.509095,0.057875688,"Sub-Saharan Africa","Low income"
"862","Canada",2004,31995000,9093510,675510,38.2274,3.518443,17.26361022,"North America","High income"
"863","China",2004,1296075000,9388212.5,5164330,20.22059,138.0534,4.080138906,"East Asia & Pacific","Upper middle income"
"864","Congo, Dem. Rep.",2004,53034217,2267050,255500,68.81339,23.39349,0.022610101,"Sub-Saharan Africa","Low income"
"865","Cabo Verde",2004,467664,4030,750,20.66749,116.0457,0.705698963,"Sub-Saharan Africa","Lower middle income"
"866","Costa Rica",2004,4187038,51060,18220,48.33529,82.00231,1.655258443,"Latin America & Caribbean","Upper middle income"
"867","Cuba",2004,11266941,106410,65280,24.85293,105.8824,2.21934889,"Latin America & Caribbean","Upper middle income"
"868","Cyprus",2004,1010410,9240,1560,18.67965,109.3517,7.258439643,"Europe & Central Asia","High income"
"869","Algeria",2004,32831096,2381740,411450,0.6485175,13.7845,2.725864985,"Middle East & North Africa","Upper middle income"
"870","Egypt, Arab Rep.",2004,75381899,995450,34780,0.06569893,75.72645,2.001962275,"Middle East & North Africa","Lower middle income"
"871","Spain",2004,42921895,499180,290710,34.4987,85.98481,7.908050681,"Europe & Central Asia","High income"
"872","Ethiopia",2004,74624405,1e+06,331010,13.141,74.6244,0.070957323,"Sub-Saharan Africa","Low income"
"873","Finland",2004,5228172,304590,22530,72.89602,17.16462,12.832674977,"Europe & Central Asia","High income"
"874","Fiji",2004,818354,18270,4280,54.40066,44.79223,1.384612283,"East Asia & Pacific","Upper middle income"
"875","France",2004,62704897,547567,294584,28.75739,114.5155,6.117212839,"Europe & Central Asia","High income"
"876","Gambia, The",2004,1398573,10120,5150,46.34387,138.1989,0.230732325,"Sub-Saharan Africa","Low income"
"877","Greece",2004,10955141,128900,83410,28.87355,84.98946,8.867967195,"Europe & Central Asia","High income"
"878","Haiti",2004,9119178,27560,16700,3.838897,330.8845,0.217948811,"Latin America & Caribbean","Low income"
"879","Indonesia",2004,223614649,1811570,533660,54.18913,123.4369,1.509898209,"East Asia & Pacific","Lower middle income"
"880","India",2004,1126135777,2973190,1803750,22.61719,378.7635,1.025027608,"South Asia","Lower middle income"
"881","Ireland",2004,4070262,68890,43050,9.912324,59.0835,10.751636627,"Europe & Central Asia","High income"
"882","Iran, Islamic Rep.",2004,69617100,1628760,644860,6.396719,42.74239,6.424364919,"Middle East & North Africa","Upper middle income"
"883","Iraq",2004,26316609,437370,86900,1.883074,60.17013,4.335058404,"Middle East & North Africa","Upper middle income"
"884","Italy",2004,57685327,294140,148830,29.51316,196.1152,8.216487201,"Europe & Central Asia","High income"
"885","Japan",2004,127761000,364500,47140,68.37641,350.5103,9.909203497,"East Asia & Pacific","High income"
"886","Kenya",2004,35074931,569140,269920,6.938539,61.62795,0.217354469,"Sub-Saharan Africa","Lower middle income"
"887","Korea, Rep.",2004,48082519,96820,18930,64.67259,496.6176,10.03018386,"East Asia & Pacific","High income"
"888","Lebanon",2004,3863267,10230,6383,13.23558,377.641,4.348269742,"Middle East & North Africa","Upper middle income"
"889","Liberia",2004,3176414,96320,26150,46.81271,32.97772,0.193947011,"Sub-Saharan Africa","Low income"
"890","Libya",2004,5704759,1759540,153850,0.1233277,3.242188,8.827526456,"Middle East & North Africa","Upper middle income"
"891","Sri Lanka",2004,19228000,62710,23100,34.01052,306.6178,0.639646245,"South Asia","Lower middle income"
"892","Mali",2004,12391906,1220190,397910,4.576336,10.15572,0.070724633,"Sub-Saharan Africa","Low income"
"893","Malta",2004,401268,320,100,1.09375,1253.963,6.415248662,"Middle East & North Africa","High income"
"894","Myanmar",2004,48073707,653420,110820,51.46827,73.57244,0.258661081,"East Asia & Pacific","Lower middle income"
"895","Mauritania",2004,3042823,1030700,396610,0.2687494,2.952191,0.504949844,"Sub-Saharan Africa","Lower middle income"
"896","Mauritius",2004,1221003,2030,980,19.18227,601.4793,2.53175545,"Sub-Saharan Africa","Upper middle income"
"897","Netherlands",2004,16281779,33760,19494,10.78199,482.2802,10.852052961,"Europe & Central Asia","High income"
"898","Nepal",2004,25309449,143350,42180,25.73282,176.557,0.105477444,"South Asia","Low income"
"899","New Zealand",2004,4087500,263310,118900,38.63963,15.52353,8.453612477,"East Asia & Pacific","High income"
"900","Pakistan",2004,150780300,770880,360450,2.522831,195.595,0.872801659,"South Asia","Lower middle income"
"901","Panama",2004,3269541,74340,22326,64.55475,43.98091,1.775436063,"Latin America & Caribbean","Upper middle income"
"902","Portugal",2004,10483861,91500,38170,36.12459,114.5777,6.02313785,"Europe & Central Asia","High income"
"903","Romania",2004,21451748,230000,141300,27.76522,93.26847,4.517307494,"Europe & Central Asia","Upper middle income"
"904","Saudi Arabia",2004,23228890,2149690,1737090,0.4544841,10.80569,17.040603963,"Middle East & North Africa","High income"
"905","Sudan",2004,30186341,2376000,1344970,11.90467,16.3976,0.29422066,"Sub-Saharan Africa","Lower middle income"
"906","Singapore",2004,4166664,689,8,23.73004,6047.408,6.833825574,"East Asia & Pacific","High income"
"907","Sierra Leone",2004,5439695,72180,37727.3,39.39595,75.36291,0.117970769,"Sub-Saharan Africa","Low income"
"908","Sweden",2004,8993531,410340,31840,68.74056,21.91727,6.062241404,"Europe & Central Asia","High income"
"909","Thailand",2004,65002231,510890,195550,31.87027,127.2333,3.741227066,"East Asia & Pacific","Upper middle income"
"910","Tanzania",2004,38249984,885800,351600,56.80741,43.18129,0.114084492,"Sub-Saharan Africa","Low income"
"911","Uganda",2004,27568436,199810,132620,17.60172,137.9733,0.063048843,"Sub-Saharan Africa","Low income"
"912","United States",2004,292805298,9161920,4115210,33.23679,31.95895,19.68358135,"North America","High income"
"913","Samoa",2004,178781,2830,430,60.42403,63.1735,0.902489638,"East Asia & Pacific","Upper middle income"
"914","Yemen, Rep.",2004,20017068,527970,235570,1.039832,37.91327,0.943264168,"Middle East & North Africa","Lower middle income"
"915","South Africa",2004,47001701,1213090,976080,7.617737,38.74544,9.57809142,"Sub-Saharan Africa","Upper middle income"
"916","Afghanistan",2005,25070798,652860,379100,2.067825,38.40149,0.052948215,"South Asia","Low income"
"917","Argentina",2005,39145488,2736690,1377975,11.03011,14.30395,4.141236814,"Latin America & Caribbean","Upper middle income"
"918","Australia",2005,20394800,7682300,4451490,16.61495,2.654778,17.169711446,"East Asia & Pacific","High income"
"919","Austria",2005,8227829,82580,28568,46.63357,99.63465,9.020169598,"Europe & Central Asia","High income"
"920","Bulgaria",2005,7658972,108640,52650,33.60641,70.49864,6.256282044,"Europe & Central Asia","Upper middle income"
"921","Brunei Darussalam",2005,365158,5270,110,73.81404,69.28994,13.707641624,"East Asia & Pacific","High income"
"922","Central African Republic",2005,4127910,622980,52150,35.83743,6.626071,0.056853953,"Sub-Saharan Africa","Low income"
"923","Canada",2005,32312000,9093510,675690,38.22242,3.553303,17.075972456,"North America","High income"
"924","China",2005,1303720000,9388211.8,5174330,20.56237,138.8678,4.441150695,"East Asia & Pacific","Upper middle income"
"925","Congo, Dem. Rep.",2005,54751476,2267050,255500,68.67603,24.15098,0.027392924,"Sub-Saharan Africa","Low income"
"926","Cabo Verde",2005,474567,4030,750,20.74194,117.7586,0.726342118,"Sub-Saharan Africa","Lower middle income"
"927","Costa Rica",2005,4247841,51060,18050,48.78574,83.19313,1.616889851,"Latin America & Caribbean","Upper middle income"
"928","Cuba",2005,11284253,106440,66370,25.33822,106.0152,2.304659777,"Latin America & Caribbean","Upper middle income"
"929","Cyprus",2005,1027658,9240,1670,18.70671,111.2184,7.300757645,"Europe & Central Asia","High income"
"930","Algeria",2005,33288437,2381740,412110,0.6449067,13.97652,3.218166656,"Middle East & North Africa","Upper middle income"
"931","Egypt, Arab Rep.",2005,76778149,995450,35230,0.06730624,77.12909,2.177805381,"Middle East & North Africa","Lower middle income"
"932","Spain",2005,43653155,499090,291640,34.6272,87.4655,8.097058048,"Europe & Central Asia","High income"
"933","Ethiopia",2005,76727083,1e+06,335910,13,76.72708,0.06671871,"Sub-Saharan Africa","Low income"
"934","Finland",2005,5246096,304590,22738,72.69772,17.22347,10.416438052,"Europe & Central Asia","High income"
"935","Fiji",2005,821817,18270,4280,54.58456,44.98177,1.659887785,"East Asia & Pacific","Upper middle income"
"936","France",2005,63179356,547557,293904,28.96685,115.3841,6.096464152,"Europe & Central Asia","High income"
"937","Gambia, The",2005,1444204,10120,5270,46.5415,142.7079,0.223442118,"Sub-Saharan Africa","Low income"
"938","Greece",2005,10987314,128900,83550,29.10784,85.23905,8.980839448,"Europe & Central Asia","High income"
"939","Haiti",2005,9263404,27560,16700,3.809869,336.1177,0.224056081,"Latin America & Caribbean","Low income"
"940","Indonesia",2005,226712730,1811570,518460,54.01779,125.1471,1.508480596,"East Asia & Pacific","Lower middle income"
"941","India",2005,1144118674,2973190,1801260,22.77318,384.8118,1.068563218,"South Asia","Lower middle income"
"942","Ireland",2005,4159914,68890,43020,10.08622,60.38487,10.466151704,"Europe & Central Asia","High income"
"943","Iran, Islamic Rep.",2005,70421811,1628760,476310,6.564491,43.23646,6.65974019,"Middle East & North Africa","Upper middle income"
"944","Iraq",2005,27008426,437370,93900,1.886275,61.75189,4.203243314,"Middle East & North Africa","Upper middle income"
"945","Italy",2005,57969484,294140,147360,29.77834,197.0813,8.166090128,"Europe & Central Asia","High income"
"946","Japan",2005,127773000,364500,46920,68.40878,350.5432,9.698882518,"East Asia & Pacific","High income"
"947","Kenya",2005,36048288,569140,270020,7.110728,63.33817,0.237527091,"Sub-Saharan Africa","Lower middle income"
"948","Korea, Rep.",2005,48184561,96850,18810,64.58441,497.5174,9.607269847,"East Asia & Pacific","High income"
"949","Lebanon",2005,3986852,10230,6530,13.34311,389.7216,4.065397963,"Middle East & North Africa","Upper middle income"
"950","Liberia",2005,3261230,96320,26150,46.50125,33.85828,0.223760054,"Sub-Saharan Africa","Low income"
"951","Libya",2005,5792688,1759540,153850,0.1233277,3.29216,8.995490522,"Middle East & North Africa","Upper middle income"
"952","Sri Lanka",2005,19373000,62710,25100,33.77452,308.93,0.624637382,"South Asia","Lower middle income"
"953","Mali",2005,12798763,1220190,403920,4.511592,10.48916,0.070195456,"Sub-Saharan Africa","Low income"
"954","Malta",2005,403834,320,93,1.09375,1261.981,6.683221324,"Middle East & North Africa","High income"
"955","Myanmar",2005,48482614,653360,112630,50.99945,74.20505,0.239234646,"East Asia & Pacific","Lower middle income"
"956","Mauritania",2005,3130720,1030700,396610,0.2590472,3.03747,0.507171194,"Sub-Saharan Africa","Lower middle income"
"957","Mauritius",2005,1228254,2030,960,18.81773,605.0512,2.683999401,"Sub-Saharan Africa","Upper middle income"
"958","Netherlands",2005,16319868,33760,19377,10.81161,483.4084,10.432384809,"Europe & Central Asia","High income"
"959","Nepal",2005,25640287,143350,42020,25.36449,178.8649,0.120277398,"South Asia","Low income"
"960","New Zealand",2005,4133900,263310,117120,38.67305,15.69975,8.258489562,"East Asia & Pacific","High income"
"961","Pakistan",2005,153909667,770880,359650,2.46731,199.6545,0.887768063,"South Asia","Lower middle income"
"962","Panama",2005,3330465,74340,22300,64.32607,44.80044,2.053453497,"Latin America & Caribbean","Upper middle income"
"963","Portugal",2005,10503330,91470,38210,36.03367,114.8281,6.215165476,"Europe & Central Asia","High income"
"964","Romania",2005,21319685,229980,141800,27.78937,92.70234,4.524305495,"Europe & Central Asia","Upper middle income"
"965","Saudi Arabia",2005,23905654,2149690,1737170,0.4544841,11.12051,16.63381165,"Middle East & North Africa","High income"
"966","Sudan",2005,30911914,2376000,1352200,11.83127,16.87286,0.273950845,"Sub-Saharan Africa","Lower middle income"
"967","Singapore",2005,4265762,689,7.6,23.73004,6191.237,7.116921432,"East Asia & Pacific","High income"
"968","Sierra Leone",2005,5658379,72180,38120.2,39.12441,78.39262,0.096561754,"Sub-Saharan Africa","Low income"
"969","Sweden",2005,9029572,410340,32160,68.76736,22.0051,5.710313512,"Europe & Central Asia","High income"
"970","Thailand",2005,65425470,510890,196100,31.51363,128.0618,3.782433584,"East Asia & Pacific","Upper middle income"
"971","Tanzania",2005,39410545,885800,353600,56.35584,44.49147,0.139662291,"Sub-Saharan Africa","Low income"
"972","Uganda",2005,28543940,199810,132620,17.1613,142.8554,0.076053411,"Sub-Saharan Africa","Low income"
"973","United States",2005,295516599,9161920,4117840,33.26344,32.25488,19.610275039,"North America","High income"
"974","Samoa",2005,179929,2830,420,60.42403,63.57915,0.937492011,"East Asia & Pacific","Upper middle income"
"975","Yemen, Rep.",2005,20582927,527970,235230,1.039832,38.98503,0.973808147,"Middle East & North Africa","Lower middle income"
"976","South Africa",2005,47606670,1213090,974830,7.617737,39.24414,8.757510153,"Sub-Saharan Africa","Upper middle income"
"977","Afghanistan",2006,25893450,652860,379100,2.067825,39.66157,0.063728472,"South Asia","Low income"
"978","Argentina",2006,39558890,2736690,1411040,10.91391,14.45501,4.434821452,"Latin America & Caribbean","Upper middle income"
"979","Australia",2006,20697900,7682300,4349250,16.49962,2.694232,17.651398306,"East Asia & Pacific","High income"
"980","Austria",2006,8268641,82580,28433,46.65536,100.1289,8.727297872,"Europe & Central Asia","High income"
"981","Bulgaria",2006,7601022,108630,51900,33.76784,69.97167,6.445333272,"Europe & Central Asia","Upper middle income"
"982","Brunei Darussalam",2006,370250,5270,103,73.47249,70.25617,13.13286158,"East Asia & Pacific","High income"
"983","Central African Republic",2006,4201758,622980,52100,35.81239,6.744611,0.059345636,"Sub-Saharan Africa","Low income"
"984","Canada",2006,32570505,9093510,659540,38.2164,3.581731,16.511264348,"North America","High income"
"985","China",2006,1311020000,9388211.4,5141330,20.72356,139.6453,4.892727098,"East Asia & Pacific","Upper middle income"
"986","Congo, Dem. Rep.",2006,56543011,2267050,255860,68.53867,24.94123,0.028211179,"Sub-Saharan Africa","Low income"
"987","Cabo Verde",2006,480795,4030,760,20.81638,119.304,0.777949022,"Sub-Saharan Africa","Lower middle income"
"988","Costa Rica",2006,4308794,51060,18150,49.23228,84.38688,1.647633189,"Latin America & Caribbean","Upper middle income"
"989","Cuba",2006,11296233,106430,66300,25.7822,106.1377,2.426221024,"Latin America & Caribbean","Upper middle income"
"990","Cyprus",2006,1045509,9240,1570,18.70671,113.1503,7.449680491,"Europe & Central Asia","High income"
"991","Algeria",2006,33777915,2381740,411810,0.6769841,14.18203,2.995010083,"Middle East & North Africa","Upper middle income"
"992","Egypt, Arab Rep.",2006,78159048,995450,35330,0.06790899,78.5163,2.28491226,"Middle East & North Africa","Lower middle income"
"993","Spain",2006,44397319,498980,286130,35.02166,88.97615,7.88419571,"Europe & Central Asia","High income"
"994","Ethiopia",2006,78850689,1e+06,342190,12.8592,78.85069,0.069804932,"Sub-Saharan Africa","Low income"
"995","Finland",2006,5266268,304110,23008,72.86179,17.31698,12.570638448,"Europe & Central Asia","High income"
"996","Fiji",2006,827411,18270,4280,54.53695,45.28796,1.64423364,"East Asia & Pacific","Upper middle income"
"997","France",2006,63621376,547557,293127,29.17249,116.1913,5.902923854,"Europe & Central Asia","High income"
"998","Gambia, The",2006,1491021,10120,4950,46.71937,147.3341,0.226263748,"Sub-Saharan Africa","Low income"
"999","Greece",2006,11020362,128900,82720,29.34213,85.49544,8.827796219,"Europe & Central Asia","High income"
"1000","Haiti",2006,9409457,27560,16700,3.780842,341.4172,0.22447544,"Latin America & Caribbean","Low income"
"1001","Indonesia",2006,229838202,1811570,515000,53.63966,126.8724,1.50157677,"East Asia & Pacific","Lower middle income"
"1002","India",2006,1161977719,2973190,1799060,22.91317,390.8185,1.121981504,"South Asia","Lower middle income"
"1003","Ireland",2006,4273591,68890,42600,10.17564,62.035,10.099373103,"Europe & Central Asia","High income"
"1004","Iran, Islamic Rep.",2006,71227880,1628760,478520,6.564491,43.73135,7.15397753,"Middle East & North Africa","Upper middle income"
"1005","Iraq",2006,27697912,437370,89900,1.886275,63.32833,3.565996058,"Middle East & North Africa","Upper middle income"
"1006","Italy",2006,58143979,294140,142030,29.96124,197.6745,8.072145596,"Europe & Central Asia","High income"
"1007","Japan",2006,127854000,364500,46710,68.42579,350.7654,9.632048618,"East Asia & Pacific","High income"
"1008","Kenya",2006,37052050,569140,270540,7.175036,65.10182,0.258407753,"Sub-Saharan Africa","Lower middle income"
"1009","Korea, Rep.",2006,48438292,96880,18580,64.49628,499.9824,9.716605676,"East Asia & Pacific","High income"
