"","Country.Name","Year","Population","Population.Density","CO2Emission","Total.Land","Agriculture.Land","Forest.Area","Region","IncomeGroup"
"12351","Togo",2007,5997385,110.2663,0.234790329,54390,34950,6.368818,NA,NA
"12352","Thailand",2007,66195615,129.5692,3.856809458,510890,198000,31.63029,"East Asia & Pacific","Upper middle income"
"12353","Tajikistan",2007,7152385,51.10307,NA,NA,NA,NA,NA,NA
"12354","Turkmenistan",2007,4870137,10.36354,NA,NA,NA,NA,NA,NA
"12355","Latin America & the Caribbean (IDA & IBRD countries)",2007,558768052,28.05958,2.728835812,19913632,7305607.9,47.45249,NA,NA
"12356","Timor-Leste",2007,1064973,71.6189,NA,14870,3750,52.15871,"East Asia & Pacific","Lower middle income"
"12357","Middle East & North Africa (IDA & IBRD countries)",2007,314226665,36.37817,3.721525775,8637780,1980189,2.455161,NA,NA
"12358","Tonga",2007,102357,142.1625,1.110593316,720,310,12.5,NA,NA
"12359","South Asia (IDA & IBRD)",2007,1560689001,327.0803,1.04397808,4771577,2699360,17.09743,NA,NA
"12360","Sub-Saharan Africa (IDA & IBRD countries)",2007,807656830,34.19755,0.89196733,23617391,10488036,27.05141,NA,NA
"12361","Trinidad and Tobago",2007,1309260,255.2164,36.816762904,5130,540,44.55361,NA,NA
"12362","Tunisia",2007,10298087,66.28532,2.341262508,155360,98050,6.082647,NA,NA
"12363","Turkey",2007,69597281,90.42953,4.090076579,769630,395050,14.13458,NA,NA
"12364","Tuvalu",2007,10243,341.4333,NA,30,18,33.33333,"East Asia & Pacific","Upper middle income"
"12365","Tanzania",2007,41923715,47.32865,0.140649177,885800,356500,55.4527,"Sub-Saharan Africa","Low income"
"12366","Uganda",2007,30590487,153.0979,0.094460608,199810,136635,15.80802,"Sub-Saharan Africa","Low income"
"12367","Ukraine",2007,46509350,80.28127,NA,NA,NA,NA,"Europe & Central Asia","Lower middle income"
"12368","Upper middle income",2007,2410867952,41.43442,5.176177109,58185149.8,20200458,34.67864,NA,NA
"12369","Uruguay",2007,3339741,19.08205,1.797408542,175020,145500,9.173809,NA,NA
"12370","United States",2007,301231207,32.87861,19.237460447,9161920,4128576,33.43646,"North America","High income"
"12371","Uzbekistan",2007,26868000,63.15938,NA,NA,NA,NA,NA,NA
"12372","St. Vincent and the Grenadines",2007,109047,279.6077,2.084917513,390,100,67.69231,NA,NA
"12373","Venezuela, RB",2007,27691965,31.39501,5.806267233,882050,215590,53.99898,NA,NA
"12374","British Virgin Islands",2007,24731,164.8733,NA,150,70,24.33333,NA,NA
"12375","Virgin Islands (U.S.)",2007,107423,306.9229,NA,350,40,52.85714,NA,NA
"12376","Vietnam",2007,84218500,271.6112,1.24524342,310070,100626,43.53017,NA,NA
"12377","Vanuatu",2007,219953,18.04372,NA,12190,1870,36.09516,"East Asia & Pacific","Lower middle income"
"12378","World",2007,6680423047,51.48501,4.65921032,129754723.4,49171278.1,31.02721,NA,NA
"12379","Samoa",2007,182286,64.41201,1.025953721,2830,385,60.42403,"East Asia & Pacific","Upper middle income"
"12380","Kosovo",2007,1733404,159.2178,NA,NA,NA,NA,"Europe & Central Asia","Lower middle income"
"12381","Yemen, Rep.",2007,21751605,41.19856,0.964139106,527970,236270,1.039832,"Middle East & North Africa","Lower middle income"
"12382","South Africa",2007,48883845,40.29696,9.562180657,1213090,968900,7.617737,"Sub-Saharan Africa","Upper middle income"
"12383","Zambia",2007,12725974,17.11884,NA,743390,229840,67.21613,"Sub-Saharan Africa","Lower middle income"
"12384","Zimbabwe",2007,13329909,34.45756,NA,386850,162000,42.92361,"Sub-Saharan Africa","Low income"
"12385","Aruba",2008,101353,563.0722,NA,180,20,2.333333,"Latin America & Caribbean","High income"
"12386","Afghanistan",2008,27294031,41.80687,0.154504478,652860,379100,2.067825,"South Asia","Low income"
"12387","Angola",2008,21759420,17.45361,1.181526759,1246700,576900,47.10805,NA,NA
"12388","Albania",2008,2947314,107.5662,1.484311139,27400,11810,28.42117,NA,NA
"12389","Andorra",2008,83861,178.4277,NA,470,197,34.04255,"Europe & Central Asia","High income"
"12390","Arab World",2008,339825483,24.9433,4.388620947,13623921,5458208.8,3.432044,NA,NA
"12391","United Arab Emirates",2008,6894278,82.46744,22.823947192,83600,5446,3.770096,NA,NA
"12392","Argentina",2008,40382389,14.75592,4.682912395,2736690,1442610,10.68152,"Latin America & Caribbean","Upper middle income"
"12393","Armenia",2008,2908220,102.1503,NA,NA,NA,NA,NA,NA
"12394","American Samoa",2008,57030,285.15,NA,200,48,88.9,NA,NA
"12395","Antigua and Barbuda",2008,92478,210.1773,5.194500314,440,90,22.27273,NA,NA
"12396","Australia",2008,21249200,2.765995,18.160875656,7682300,4172880,16.26896,"East Asia & Pacific","High income"
"12397","Austria",2008,8321496,100.7713,8.286723325,82578,28094,46.70009,"Europe & Central Asia","High income"
"12398","Azerbaijan",2008,8763400,106.0598,NA,NA,NA,NA,NA,NA
"12399","Burundi",2008,8212264,319.7922,NA,25680,17830,8.73053,NA,NA
"12400","Belgium",2008,10709973,NA,9.751984809,NA,NA,NA,"Europe & Central Asia","High income"
"12401","Benin",2008,8696916,77.12767,0.507237393,112760,34450,41.33558,NA,NA
"12402","Burkina Faso",2008,14689726,53.69052,0.130556622,273600,120700,21.08553,NA,NA
"12403","Bangladesh",2008,148805814,1143.165,NA,130170,92530,11.11777,"South Asia","Lower middle income"
"12404","Bulgaria",2008,7492561,68.98592,6.772087541,108610,51010,34.09078,"Europe & Central Asia","Upper middle income"
"12405","Bahrain",2008,1114590,1466.566,26.566742031,760,82,0.6447368,NA,NA
"12406","Bahamas, The",2008,348676,34.83277,4.290906171,10010,130,51.44855,NA,NA
"12407","Bosnia and Herzegovina",2008,3763599,73.50779,NA,NA,NA,NA,NA,NA
"12408","Belarus",2008,9527985,46.95902,NA,NA,NA,NA,"Europe & Central Asia","Upper middle income"
"12409","Belize",2008,306165,13.4224,1.257606193,22810,1520,61.44016,NA,NA
"12410","Bermuda",2008,65273,1305.46,9.943759288,50,3,20,NA,NA
"12411","Bolivia",2008,9599855,8.861677,1.37896562,1083300,374850,52.81916,NA,NA
"12412","Brazil",2008,192979029,23.08875,2.008670258,8358140,2735000,60.0335,NA,NA
"12413","Barbados",2008,277319,644.9279,5.844583314,430,160,14.65116,NA,NA
"12414","Brunei Darussalam",2008,379252,71.96433,24.046884393,5270,114,72.78937,"East Asia & Pacific","High income"
"12415","Bhutan",2008,700950,18.38943,NA,38117,5213,70.45229,NA,NA
"12416","Botswana",2008,1946351,3.434353,NA,566730,258810,20.44677,"Sub-Saharan Africa","Upper middle income"
"12417","Central African Republic",2008,4345386,6.975161,0.058227969,622980,52100,35.7623,"Sub-Saharan Africa","Low income"
"12418","Canada",2008,33245773,3.655989,16.215164256,9093510,646108,38.20435,"North America","High income"
"12419","Central Europe and the Baltics",2008,105126686,95.29846,7.143916512,1103131,536185.6,33.4836,NA,NA
"12420","Switzerland",2008,7647675,193.5336,5.283044324,39516,15406,31.07096,NA,NA
"12421","Channel Islands",2008,157581,829.3737,NA,190,81,4.210526,NA,NA
"12422","Chile",2008,16661942,22.40918,4.312294329,743532,157840,21.72791,NA,NA
"12423","China",2008,1324655000,141.0977,5.417002118,9388210.8,5145490,21.04594,"East Asia & Pacific","Upper middle income"
"12424","Cote d'Ivoire",2008,19497986,61.31442,0.347554665,318000,206000,32.71635,NA,NA
"12425","Cameroon",2008,18907008,39.99706,0.293251264,472710,92630,43.06234,NA,NA
"12426","Congo, Dem. Rep.",2008,60373608,26.63091,0.030308492,2267050,257000,68.26396,"Sub-Saharan Africa","Low income"
"12427","Congo, Rep.",2008,4115435,12.05105,0.318099788,341500,105500,65.69546,NA,NA
"12428","Colombia",2008,44901544,40.47007,1.516403445,1109500,426140,53.41301,NA,NA
"12429","Comoros",2008,657229,353.1591,0.178543552,1861,1330,21.60129,NA,NA
"12430","Cabo Verde",2008,491723,122.0156,0.626425854,4030,780,20.96526,"Sub-Saharan Africa","Lower middle income"
"12431","Costa Rica",2008,4429508,86.75104,1.835359367,51060,17930,50.12534,"Latin America & Caribbean","Upper middle income"
"12432","Caribbean small states",2008,6895315,17.03178,9.517810136,404850,24960,85.3754,NA,NA
"12433","Cuba",2008,11309754,106.2547,2.691785692,106440,65670,26.66291,"Latin America & Caribbean","Upper middle income"
"12434","Curacao",2008,145880,328.5586,NA,NA,NA,NA,NA,NA
"12435","Cayman Islands",2008,52926,220.525,11.224237615,240,27,52.91667,NA,NA
"12436","Cyprus",2008,1081563,117.0523,7.930294398,9240,1156,18.70671,"Europe & Central Asia","High income"
"12437","Czech Republic",2008,10384603,134.4285,NA,NA,NA,NA,NA,NA
"12438","Germany",2008,82110097,235.5222,NA,348630,169210,32.69656,"Europe & Central Asia","High income"
"12439","Djibouti",2008,822934,35.5019,0.606017007,23180,17012,0.2415876,NA,NA
"12440","Dominica",2008,71074,94.76533,1.857388074,750,220,60.25333,NA,NA
"12441","Denmark",2008,5493621,129.4749,8.543351098,42430,26680,13.55975,NA,NA
"12442","Dominican Republic",2008,9636520,199.4726,2.224206975,48310,23970,36.24508,NA,NA
"12443","Algeria",2008,34860715,14.63666,3.164011209,2381740,413090,0.7411388,"Middle East & North Africa","Upper middle income"
"12444","East Asia & Pacific (excluding high income)",2008,1936795163,121.7024,4.312872891,15914190.8,7570122,29.44669,NA,NA
"12445","Early-demographic dividend",2008,2820959886,85.2033,2.086421379,33108577,13643009.4,22.46491,NA,NA
"12446","East Asia & Pacific",2008,2175832008,89.22197,4.986966602,24386730,11932369,26.13508,NA,NA
"12447","Europe & Central Asia (excluding high income)",2008,399739094,17.62589,NA,22679084,6321358,38.70608,NA,NA
"12448","Europe & Central Asia",2008,881965816,32.13986,NA,27441499,8073527.2,37.80249,NA,NA
"12449","Ecuador",2008,14447562,58.17186,2.344230258,248360,74450,52.74211,NA,NA
"12450","Egypt, Arab Rep.",2008,80953881,81.3239,2.453080477,995450,35420,0.06911447,"Middle East & North Africa","Lower middle income"
"12451","Euro area",2008,334274731,124.8899,NA,2676556,1213860.2,37.53106,NA,NA
"12452","Spain",2008,45954106,92.12932,7.165531607,498800,281420,35.80826,"Europe & Central Asia","High income"
"12453","Estonia",2008,1337090,31.54258,NA,NA,NA,NA,"Europe & Central Asia","High income"
"12454","Ethiopia",2008,83184892,83.18489,0.079084048,1e+06,345130,12.5776,"Sub-Saharan Africa","Low income"
"12455","European Union",2008,501808478,118.3822,7.792214118,4238886,1904901.2,37.32974,NA,NA
"12456","Fragile and conflict affected situations",2008,410953939,27.72228,0.801144845,14823958,5183199.3,23.33523,NA,NA
"12457","Finland",2008,5313399,17.48404,10.637159189,303900,22964,73.01086,"Europe & Central Asia","High income"
"12458","Fiji",2008,843340,46.15982,0.595701615,18270,4280,54.44116,"East Asia & Pacific","Upper middle income"
"12459","France",2008,64374990,117.5677,5.686513909,547557,291101,29.58377,"Europe & Central Asia","High income"
"12460","Faroe Islands",2008,48485,34.73138,13.008641848,1396,30,0.05730659,NA,NA
"12461","Micronesia, Fed. Sts.",2008,104478,NA,NA,NA,NA,NA,"East Asia & Pacific","Lower middle income"
"12462","Gabon",2008,1536411,5.962708,2.711326592,257670,51600,85.38053,NA,NA
"12463","United Kingdom",2008,61806995,255.4747,8.414456568,241930,176840,12.58133,NA,NA
"12464","Georgia",2008,4030000,70.50632,NA,NA,NA,NA,"Europe & Central Asia","Lower middle income"
"12465","Ghana",2008,23298640,102.3936,0.392218773,227540,156000,40.16085,NA,NA
"12466","Gibraltar",2008,32732,3273.2,12.995600635,NA,NA,NA,NA,NA
"12467","Guinea",2008,10323142,42.01181,0.212067121,245720,142400,26.92496,NA,NA
"12468","Gambia, The",2008,1588572,156.9735,0.258536598,10120,5520,47.0751,"Sub-Saharan Africa","Low income"
"12469","Guinea-Bissau",2008,1480841,52.66149,0.153530325,28120,16100,72.61735,NA,NA
"12470","Equatorial Guinea",2008,868418,30.95964,5.18537847,28050,3090,58.80927,NA,NA
"12471","Greece",2008,11077841,85.94136,8.662824281,128900,82140,29.81071,"Europe & Central Asia","High income"
"12472","Grenada",2008,103930,305.6765,2.434552102,340,70,49.97059,NA,NA
"12473","Greenland",2008,56328,0.1372347,11.718150831,410450,2359,0.0005359971,NA,NA
"12474","Guatemala",2008,14006366,130.7052,0.816060283,107160,41380,35.53938,NA,NA
"12475","Guam",2008,159035,294.5093,NA,540,190,46.2963,NA,NA
"12476","Guyana",2008,746314,3.791283,2.088229619,196850,16780,84.25908,NA,NA
"12477","High income",2008,1133634254,32.373,11.942318899,35017888.6,12964716,28.65916,NA,NA
"12478","Hong Kong SAR, China",2008,6957800,6626.476,6.320723648,1050,60,NA,"East Asia & Pacific","High income"
"12479","Honduras",2008,7872658,70.36069,1.101591737,111890,31840,48.54768,NA,NA
"12480","Heavily indebted poor countries (HIPC)",2008,595849807,30.16377,0.20316362,19753821,7953133.2,29.24492,NA,NA
"12481","Croatia",2008,4434508,79.24425,NA,NA,NA,NA,NA,NA
"12482","Haiti",2008,9705029,352.1418,0.247110854,27560,17700,3.722787,"Latin America & Caribbean","Low income"
"12483","Hungary",2008,10038188,112.0208,5.463501182,89610,57900,22.55105,NA,NA
"12484","IBRD only",2008,4339073871,62.52298,3.768557124,69399669.8,25083473,33.90879,NA,NA
"12485","IDA & IBRD total",2008,5650516692,59.03213,3.019672181,95719344.8,36537117.2,31.65314,NA,NA
"12486","IDA total",2008,1311442821,49.82747,0.537958581,26319675,11453644.2,25.70299,NA,NA
"12487","IDA blend",2008,432032769,72.7628,0.977529376,5937550,3163231,21.12023,NA,NA
"12488","Indonesia",2008,236159276,130.3617,1.763895139,1811570,540000,52.88341,"East Asia & Pacific","Lower middle income"
"12489","IDA only",2008,879410052,43.14614,0.318959031,20382125,8290413.2,27.03871,NA,NA
"12490","Isle of Man",2008,78534,137.7789,NA,570,443,6.070175,"Europe & Central Asia","High income"
"12491","India",2008,1197146906,402.6473,1.310097833,2973190,1797570,23.19314,"South Asia","Lower middle income"
"12492","Ireland",2008,4489544,65.16975,9.577641293,68890,42001,10.35448,"Europe & Central Asia","High income"
"12493","Iran, Islamic Rep.",2008,72845542,44.72454,7.988760191,1628760,466850,6.564491,"Middle East & North Africa","Upper middle income"
"12494","Iraq",2008,29111417,66.56016,3.19974579,437370,81900,1.886275,"Middle East & North Africa","Upper middle income"
"12495","Iceland",2008,317414,3.166224,6.677481144,100250,18760,0.401197,NA,NA
"12496","Israel",2008,7308800,337.7449,9.340093039,21640,5156,7.134935,NA,NA
"12497","Italy",2008,58826731,199.9957,7.60176497,294140,144572,30.32706,"Europe & Central Asia","High income"
"12498","Jamaica",2008,2790122,257.629,3.658953981,10830,4490,31.20406,NA,NA
"12499","Jordan",2008,6489822,73.54739,3.289654786,88240,9725,1.104941,NA,NA
"12500","Japan",2008,128063000,351.3388,9.449533972,364500,46280,68.45981,"East Asia & Pacific","High income"
"12501","Kazakhstan",2008,15674000,5.80583,NA,NA,NA,NA,NA,NA
"12502","Kenya",2008,39148416,68.78521,0.261618018,569140,270850,7.303651,"Sub-Saharan Africa","Lower middle income"
"12503","Kyrgyz Republic",2008,5318700,27.73045,NA,NA,NA,NA,NA,NA
"12504","Cambodia",2008,13880509,78.6342,0.28082695,176520,53550,58.62678,NA,NA
"12505","Kiribati",2008,98440,121.5309,NA,810,340,15,"East Asia & Pacific","Lower middle income"
"12506","St. Kitts and Nevis",2008,50332,193.5846,4.954223953,260,51,42.30769,NA,NA
"12507","Korea, Rep.",2008,49054708,505.5623,10.347422861,97030,18170,64.26054,"East Asia & Pacific","High income"
"12508","Latin America & Caribbean (excluding high income)",2008,555795034,29.10578,2.711433584,19095690,7093091,48.49921,NA,NA
"12509","Lao PDR",2008,6052190,26.22266,0.156321266,230800,21040,75.55121,NA,NA
"12510","Lebanon",2008,4111047,401.8619,4.191446364,10230,6630,13.36657,"Middle East & North Africa","Upper middle income"
"12511","Liberia",2008,3662993,38.02941,0.154168463,96320,26300,45.56686,"Sub-Saharan Africa","Low income"
"12512","Libya",2008,6053078,3.440148,9.162232504,1759540,153850,0.1233277,"Middle East & North Africa","Upper middle income"
"12513","St. Lucia",2008,169220,277.4098,2.340361659,610,101,33.96721,NA,NA
"12514","Latin America & Caribbean",2008,582185012,29.04856,2.860930501,20041784.4,7400715,47.16469,NA,NA
"12515","Least developed countries: UN classification",2008,810599415,40.25211,0.237894693,20138058,8114656.2,27.98636,NA,NA
"12516","Low income",2008,530237548,39.62541,NA,13381251,5155903.2,28.47359,NA,NA
"12517","Liechtenstein",2008,35541,222.1312,NA,160,68,43.125,"Europe & Central Asia","High income"
"12518","Sri Lanka",2008,19817000,316.0102,0.616008629,62710,25950,33.631,"South Asia","Lower middle income"
"12519","Lower middle income",2008,2671499214,115.3732,1.313263625,23155274,10815775,26.43144,NA,NA
"12520","Low & middle income",2008,5625666864,59.42721,2.968653701,94664832.8,36158591.2,31.78879,NA,NA
"12521","Lesotho",2008,1999930,65.87385,NA,30360,23620,1.4361,"Sub-Saharan Africa","Lower middle income"
"12522","Late-demographic dividend",2008,2154444388,48.38137,5.3545941,44530455.8,15607983.8,38.82696,NA,NA
"12523","Lithuania",2008,3198231,51.02882,NA,NA,NA,NA,"Europe & Central Asia","High income"
"12524","Luxembourg",2008,488650,NA,22.385472219,NA,NA,NA,"Europe & Central Asia","High income"
"12525","Latvia",2008,2177322,35.00743,NA,NA,NA,NA,"Europe & Central Asia","High income"
"12526","Macao SAR, China",2008,514348,17614.66,4.455883954,NA,NA,NA,"East Asia & Pacific","High income"
"12527","St. Martin (French part)",2008,29376,540,NA,NA,NA,NA,NA,NA
"12528","Morocco",2008,31596855,70.79734,1.674221754,446300,299810,12.46605,NA,NA
"12529","Monaco",2008,35853,17926.5,NA,NA,NA,NA,NA,NA
"12530","Moldova",2008,3570108,124.2771,NA,NA,NA,NA,"Europe & Central Asia","Lower middle income"
"12531","Madagascar",2008,19996469,34.38537,0.094441924,581540,410950,21.78182,NA,NA
"12532","Maldives",2008,362000,1206.667,NA,300,80,3.333333,NA,NA
"12533","Middle East & North Africa",2008,371999662,33.09977,5.716582183,11238740,3724107.8,2.030831,NA,NA
"12534","Mexico",2008,113661809,58.46951,4.174590121,1943950,1067050,34.32804,NA,NA
"12535","Marshall Islands",2008,52218,NA,NA,NA,NA,NA,"East Asia & Pacific","Upper middle income"
"12536","Middle income",2008,5099873871,62.69857,3.251167981,81339561.8,31015583,32.33589,NA,NA
"12537","Macedonia, FYR",2008,2067378,81.94126,NA,NA,NA,NA,NA,NA
"12538","Mali",2008,14138216,11.5869,0.075735439,1220190,405510,4.31736,"Sub-Saharan Africa","Low income"
"12539","Malta",2008,409379,1279.309,6.252313871,320,93,1.09375,"Middle East & North Africa","High income"
"12540","Myanmar",2008,49479752,75.73702,0.198099033,653310,122770,49.58167,"East Asia & Pacific","Lower middle income"
"12541","Middle East & North Africa (excluding high income)",2008,323531149,37.42927,3.858423351,8643800,1960749,2.472129,NA,NA
"12542","Montenegro",2008,616969,45.8713,NA,NA,NA,NA,"Europe & Central Asia","Upper middle income"
"12543","Mongolia",2008,2628131,1.691683,4.580730945,1553560,1141440,7.947372,NA,NA
"12544","Northern Mariana Islands",2008,57431,NA,NA,NA,NA,NA,NA,NA
"12545","Mozambique",2008,22846758,29.05308,0.099191579,786380,496500,50.12182,NA,NA
"12546","Mauritania",2008,3407541,3.306045,0.568203288,1030700,396610,0.244494,"Sub-Saharan Africa","Lower middle income"
"12547","Mauritius",2008,1244121,612.8675,3.029991456,2030,910,18.87685,"Sub-Saharan Africa","Upper middle income"
"12548","Malawi",2008,14271234,151.3707,NA,94280,54350,35.03394,"Sub-Saharan Africa","Low income"
"12549","Malaysia",2008,27111069,82.51733,NA,328550,72009,65.83595,NA,NA
"12550","North America",2008,337405012,18.49709,18.263508039,18240980,4779237,35.88335,NA,NA
"12551","Namibia",2008,2106375,2.558485,NA,823290,388080,9.034969,"Sub-Saharan Africa","Upper middle income"
"12552","New Caledonia",2008,242000,13.23851,11.849561983,18280,2106,45.89716,NA,NA
"12553","Niger",2008,15228525,12.0222,0.053216382,1266700,437820,0.9700797,NA,NA
"12554","Nigeria",2008,150347390,165.0772,0.639510536,910770,727000,10.82622,NA,NA
"12555","Nicaragua",2008,5594506,46.48916,0.79049017,120340,51200,27.04005,NA,NA
"12556","Netherlands",2008,16445593,487.1325,10.541492301,33760,19293,10.95379,"Europe & Central Asia","High income"
"12557","Norway",2008,4768212,13.05483,11.679583248,365245,10248,33.12297,NA,NA
"12558","Nepal",2008,26475859,184.6938,0.129223796,143350,41520,25.36449,"South Asia","Low income"
"12559","Nauru",2008,10047,502.35,NA,20,4,0,NA,NA
"12560","New Zealand",2008,4259800,16.17789,8.029041035,263310,113740,38.60013,"East Asia & Pacific","High income"
"12561","OECD members",2008,1225426692,35.61871,10.617592062,34404014,12472674.2,31.1623,NA,NA
"12562","Oman",2008,2759014,8.914423,NA,309500,14670,0.006462036,"Middle East & North Africa","High income"
"12563","Other small states",2008,24972681,12.29758,6.615505769,2030698,823799.8,26.1447,NA,NA
"12564","Pakistan",2008,163644603,212.2828,0.972050346,770880,353130,2.299969,"South Asia","Lower middle income"
"12565","Panama",2008,3516268,47.29981,2.097205617,74340,22292,63.65617,"Latin America & Caribbean","Upper middle income"
"12566","Peru",2008,28641980,22.37655,1.432002781,1280000,237150,58.67016,NA,NA
"12567","Philippines",2008,90751864,304.3628,0.868950031,298170,120100,23.25385,NA,NA
"12568","Palau",2008,20228,NA,10.333152066,NA,NA,NA,"East Asia & Pacific","High income"
"12569","Papua New Guinea",2008,6787187,14.98738,0.706689826,452860,11900,74.14698,NA,NA
"12570","Poland",2008,38125759,124.472,8.258160054,306300,156010,30.28861,NA,NA
"12571","Pre-demographic dividend",2008,697549138,34.58759,0.442043293,20167611,8604608.8,27.21684,NA,NA
"12572","Puerto Rico",2008,3760866,423.9984,NA,8870,1906,53.30214,"Latin America & Caribbean","High income"
"12573","Korea, Dem. People’s Rep.",2008,24335146,202.1024,NA,120410,26500,49.15871,NA,NA
"12574","Portugal",2008,10558177,115.4278,5.268402206,91470,37258.6,35.65978,"Europe & Central Asia","High income"
"12575","Paraguay",2008,6047117,15.22053,0.736175272,397300,208370,44.19834,NA,NA
"12576","Pacific island small states",2008,2155439,33.57382,0.757587358,64200,8567,61.82243,NA,NA
"12577","Post-demographic dividend",2008,1064603305,33.83215,11.543935743,31467210.2,11268041.2,31.50739,NA,NA
"12578","French Polynesia",2008,263179,71.90683,3.204700983,3660,450,39.61749,NA,NA
"12579","Qatar",2008,1389342,119.6677,46.672137602,11610,681.8,0,NA,NA
"12580","Romania",2008,20537875,89.33395,4.657964663,229900,136340,28.12266,"Europe & Central Asia","Upper middle income"
"12581","Russian Federation",2008,142742350,8.716095,NA,NA,NA,NA,"Europe & Central Asia","Upper middle income"
"12582","Rwanda",2008,9708169,393.5212,0.055903024,24670,18074.4,17.08958,NA,NA
"12583","South Asia",2008,1584247163,332.0175,1.13500016,4771577,2695093,17.17655,NA,NA
"12584","Saudi Arabia",2008,25940770,12.06721,16.582999271,2149690,1735720,0.4544841,"Middle East & North Africa","High income"
"12585","Sudan",2008,32955496,18.38331,0.341440489,2376000,1366980,11.61104,"Sub-Saharan Africa","Lower middle income"
"12586","Senegal",2008,12203957,63.3873,0.417361598,192530,92750,44.42425,NA,NA
"12587","Singapore",2008,4839396,6913.423,7.466761968,700,7,23.35714,"East Asia & Pacific","High income"
"12588","Solomon Islands",2008,504477,18.02347,0.363445707,27990,970,79.46409,NA,NA
"12589","Sierra Leone",2008,6165372,85.41663,0.107654007,72180,37122.3,38.30978,"Sub-Saharan Africa","Low income"
"12590","El Salvador",2008,6110301,294.8987,1.071239371,20720,15500,14.27606,NA,NA
"12591","San Marino",2008,30351,505.85,NA,60,10,0,NA,NA
"12592","Somalia",2008,11369276,18.12299,NA,627340,441280,10.99978,NA,NA
"12593","Sub-Saharan Africa (excluding high income)",2008,830024044,35.1453,0.909580725,23616931,10531123.2,26.90515,NA,NA
"12594","South Sudan",2008,9263136,NA,NA,NA,NA,NA,"Sub-Saharan Africa","Low income"
"12595","Sub-Saharan Africa",2008,830111000,35.14829,0.910321242,23617391,10531153.2,26.90635,NA,NA
"12596","Small states",2008,34023435,13.61075,6.837100532,2499748,857326.8,36.65378,NA,NA
"12597","Sao Tome and Principe",2008,166913,173.8677,0.505299168,960,490,56.83333,NA,NA
"12598","Suriname",2008,515148,3.302231,3.851023395,156000,708,98.45513,NA,NA
"12599","Slovak Republic",2008,5379233,111.8344,NA,NA,NA,NA,"Europe & Central Asia","High income"
"12600","Slovenia",2008,2021316,100.3633,NA,NA,NA,NA,"Europe & Central Asia","High income"
"12601","Sweden",2008,9219637,22.46829,5.328098275,410340,30930,68.55534,"Europe & Central Asia","High income"
"12602","Swaziland",2008,1158897,67.37773,NA,17200,12240,32.22093,"Sub-Saharan Africa","Lower middle income"
"12603","Seychelles",2008,86956,189.0348,NA,460,30,88.41304,NA,NA
"12604","Syrian Arab Republic",2008,20325443,110.6809,3.329906217,183640,138980,2.608364,NA,NA
"12605","Turks and Caicos Islands",2008,29481,31.03263,NA,950,10,36.21053,NA,NA
"12606","Chad",2008,11133861,8.842012,0.045780435,1259200,493310,4.575286,NA,NA
"12607","East Asia & Pacific (IDA & IBRD countries)",2008,1912402987,121.0874,4.330581817,15793580.8,7543574,29.29565,NA,NA
"12608","Europe & Central Asia (IDA & IBRD countries)",2008,437864853,19.04971,NA,22985384,6477368,38.59386,NA,NA
"12609","Togo",2008,6161796,113.2891,0.273159481,54390,35450,6.00478,NA,NA
"12610","Thailand",2008,66545760,130.2546,3.83734259,510890,200500,31.68862,"East Asia & Pacific","Upper middle income"
"12611","Tajikistan",2008,7309728,52.22726,NA,NA,NA,NA,NA,NA
"12612","Turkmenistan",2008,4935762,10.50319,NA,NA,NA,NA,NA,NA
"12613","Latin America & the Caribbean (IDA & IBRD countries)",2008,565956228,28.42054,2.834246533,19913632,7332682,47.27111,NA,NA
"12614","Timor-Leste",2008,1078110,72.50235,NA,14870,3800,51.40551,"East Asia & Pacific","Lower middle income"
"12615","Middle East & North Africa (IDA & IBRD countries)",2008,319934461,37.03897,3.895380998,8637780,1957247,2.47279,NA,NA
"12616","Tonga",2008,103005,143.0625,1.174807048,720,310,12.5,NA,NA
"12617","South Asia (IDA & IBRD)",2008,1584247163,332.0175,1.13500016,4771577,2695093,17.17655,NA,NA
"12618","Sub-Saharan Africa (IDA & IBRD countries)",2008,830111000,35.14829,0.910321242,23617391,10531153.2,26.90635,NA,NA
"12619","Trinidad and Tobago",2008,1315372,256.4078,35.455297817,5130,540,44.41326,NA,NA
"12620","Tunisia",2008,10407336,66.98852,2.385393342,155360,98810,6.179197,NA,NA
"12621","Turkey",2008,70440032,91.52454,4.031511712,769630,391220,14.27517,NA,NA
"12622","Tuvalu",2008,10340,344.6667,NA,30,18,33.33333,"East Asia & Pacific","Upper middle income"
"12623","Tanzania",2008,43270144,48.84866,0.141950648,885800,369744,55.00113,"Sub-Saharan Africa","Low income"
"12624","Uganda",2008,31663896,158.47,0.100754816,199810,139142.5,15.13137,"Sub-Saharan Africa","Low income"
"12625","Ukraine",2008,46258200,79.84913,NA,NA,NA,NA,"Europe & Central Asia","Lower middle income"
"12626","Upper middle income",2008,2428374657,41.73592,5.382954286,58184287.8,20199808,34.68455,NA,NA
"12627","Uruguay",2008,3350824,19.14538,2.472154013,175020,146740,9.41321,NA,NA
"12628","United States",2008,304093966,33.24369,18.489233752,9147420,4133126,33.57611,"North America","High income"
"12629","Uzbekistan",2008,27302800,64.18148,NA,NA,NA,NA,NA,NA
"12630","St. Vincent and the Grenadines",2008,109165,279.9103,2.082663857,390,100,68.20513,NA,NA
